id,status,sort,name,type,crosses,breeder,effects,ailment,flavor,location,terpenes,thc,thca,thcv,cbd,cbda,cbdv,cbn,cbg,cbgm,cbgv,cbc,cbcv,cbv,cbe,cbt,cbl
4093,2,0,Youth In Asia,Hybrid,NULL,Swamp Boys Seeds,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4094,2,0,First 48,Hybrid,NULL,Swamp Boys Seeds,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4095,2,0,Summer Breeze,Hybrid,NULL,Swamp Boys Seeds,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4096,2,0,Mojito,Hybrid,NULL,Swamp Boys Seeds,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4097,2,0,Limegerian,Hybrid,NULL,Swamp Boys Seeds,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4098,2,0,Stardust,Hybrid,NULL,Flash Seeds,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4099,2,0,Nate Dawg OG,Hybrid,NULL,Unknown Breeder,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4100,2,0,LA Fighter,Hybrid,NULL,Exotic Genetix,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4101,2,0,Hard Nipple Kush,Hybrid,NULL,Exotic Genetix,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4102,2,0,Detour,Hybrid,NULL,Exotic Genetix,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4103,2,0,San Andreas OG,Hybrid,NULL,Exotic Genetix,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4104,2,0,Tahoe Fighter,Hybrid,NULL,Exotic Genetix,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4105,2,0,Kris Kringle,Hybrid,NULL,Unknown Breeder,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4106,2,0,Super Sweet Kush,Hybrid,NULL,Unknown Breeder,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4107,2,0,Four Leaf Clover,Hybrid,NULL,Unknown Breeder,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4108,2,0,Gold Monkey,Hybrid,NULL,Unknown Breeder,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4109,2,0,Tangie x Larry OG,Hybrid,NULL,Unknown Breeder,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4110,2,0,Black Faze,Hybrid,NULL,House Of Funk Genetics,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4111,2,0,Faze 3,Hybrid,NULL,House Of Funk Genetics,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4112,2,0,Backwood,Hybrid,NULL,House Of Funk Genetics,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4113,2,0,Cherry Slyder,Hybrid,NULL,Unknown Breeder,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4114,2,0,Super Silver Gaze,Hybrid,NULL,House Of Funk Genetics,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4115,2,0,Chemical Burn,Hybrid,NULL,House Of Funk Genetics,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4116,2,0,Sweet Pink Stink,Hybrid,NULL,House Of Funk Genetics,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4117,2,0,Obsidian Ice,Hybrid,NULL,House Of Funk Genetics,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4118,2,0,Sweet Green,Hybrid,NULL,Tsunami Seed Bank,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4119,2,0,Dark Diesel,Hybrid,NULL,Unknown Breeder,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4120,2,0,Purple Pig,Hybrid,NULL,Unknown Breeder,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4121,2,0,Cashmere,Hybrid,NULL,Unknown Breeder,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4122,2,0,Warlock Diesel,Hybrid,NULL,Unknown Breeder,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4123,2,0,Purple Phantom,Hybrid,NULL,Unknown Breeder,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4124,2,0,Blazing Blues,Hybrid,NULL,Sure Fire Seeds,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4125,2,0,Firestarter,Hybrid,NULL,Sure Fire Seeds,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4126,2,0,Titanic,Hybrid,NULL,Sure Fire Seeds,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4127,2,0,Cheesey Jones,Hybrid,NULL,Sure Fire Seeds,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4128,2,0,Strawberry Daiquiri,Hybrid,NULL,Sure Fire Seeds,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4129,2,0,Strawberries and Cream,Hybrid,NULL,Connoisseur Genetics,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4130,2,0,White Star Dawg,Hybrid,NULL,Top Dawg Seeds,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4131,2,0,WWD,Hybrid,NULL,Top Dawg Seeds,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4132,2,0,Master Jack,Hybrid,NULL,Unknown Breeder,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4133,2,0,White Magic,Hybrid,NULL,Mandala Seeds,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4134,2,0,Congolese Landrace,Hybrid,NULL,Unknown Breeder,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4135,2,0,Chem Diesel,Hybrid,NULL,Unknown Breeder,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4136,2,0,Purple StarDawg,Hybrid,NULL,Top Dawg Seeds,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4137,2,0,Night Queen,Hybrid,NULL,Dutch Passion Seed Company,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4138,2,0,Medi Bomb #2,Hybrid,NULL,Bomb Seeds,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4139,2,0,Bomb #2,Hybrid,NULL,Bomb Seeds,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4140,2,0,Medi Bomb #1,Hybrid,NULL,Bomb Seeds,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4141,2,0,Widow Bomb,Hybrid,NULL,Bomb Seeds,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4142,2,0,Fraggle Skunk Auto,Hybrid,NULL,Philosopher Seeds,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4143,2,0,Early Maroc,Hybrid,NULL,Philosopher Seeds,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4144,2,0,Amnesika 2.0,Hybrid,NULL,Philosopher Seeds,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4145,2,0,Black Bomb,Hybrid,NULL,Philosopher Seeds,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4146,2,0,Amnesika,Hybrid,NULL,Philosopher Seeds,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4147,2,0,Gokunk,Hybrid,NULL,Philosopher Seeds,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4148,2,0,Tropimango,Hybrid,NULL,Philosopher Seeds,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4149,2,0,Narkosis,Hybrid,NULL,Blim Burn,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4150,2,0,Wombat,Hybrid,NULL,Blim Burn,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4151,2,0,Sophie OG,Hybrid,NULL,Unknown Breeder,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4152,2,0,Sour Cider,Hybrid,NULL,Unknown Breeder,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4153,2,0,Clementine x Bananas,Hybrid,NULL,Unknown Breeder,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4154,2,0,Hardcore Bananas,Hybrid,NULL,Unknown Breeder,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4155,2,0,Cookies x Sherbert,Hybrid,NULL,Unknown Breeder,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4156,2,0,Harlequin x Granddaddy Blueberry,Hybrid,NULL,Unknown Breeder,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4157,2,0,Candy Magic,Hybrid,NULL,THC Development Seed Company,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4158,2,0,Candy Diesel,Hybrid,NULL,THC Development Seed Company,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4159,2,0,Candy Baer,Hybrid,NULL,THC Development Seed Company,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4160,2,0,Magic Fire,Hybrid,NULL,THC Development Seed Company,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4161,2,0,Killer Purps,Hybrid,NULL,Bomb Seeds,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4162,2,0,Hash Bomb,Hybrid,NULL,Bomb Seeds,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4163,2,0,Cluster Bomb (Bomb Seeds),Hybrid,NULL,Bomb Seeds,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4164,2,0,CBD Bomb,Hybrid,NULL,Bomb Seeds,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4165,2,0,Bomb #3,Hybrid,NULL,Bomb Seeds,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4166,2,0,Cheese Bomb (Bomb Seeds),Hybrid,NULL,Bomb Seeds,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4167,2,0,Buzz Bomb,Hybrid,NULL,Bomb Seeds,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4168,2,0,Bubble Bomb,Hybrid,NULL,Bomb Seeds,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4169,2,0,Atomic,Hybrid,NULL,Bomb Seeds,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4170,2,0,Empire Kush,Hybrid,NULL,Ocean Grown Seeds,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4171,2,0,Kush Bomb,Hybrid,NULL,Bomb Seeds,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4172,2,0,Cherry Bomb (Bomb Seeds),Hybrid,NULL,Bomb Seeds,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4173,2,0,Big Bomb,Hybrid,NULL,Bomb Seeds,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4174,2,0,Secret Garden,Hybrid,NULL,Unknown Breeder,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4175,2,0,Vader Kush,Hybrid,NULL,Unknown Breeder,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4176,2,0,Urkle Berry II,Hybrid,NULL,CannaVenture,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4177,2,0,Triple Nova,Hybrid,NULL,CannaVenture,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4178,2,0,Tennessee Purple Kush,Hybrid,NULL,CannaVenture,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4179,2,0,Sour Double Kush,Hybrid,NULL,CannaVenture,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4180,2,0,Sin Diesel,Hybrid,NULL,CannaVenture,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4181,2,0,Road Kill Skunk (CannaVenture),Hybrid,NULL,CannaVenture,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4182,2,0,OG47,Hybrid,NULL,CannaVenture,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4183,2,0,LA Affair,Hybrid,NULL,CannaVenture,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4184,2,0,Garlic Breath,Hybrid,NULL,CannaVenture,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4185,2,0,425,Hybrid,NULL,CannaVenture,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4186,2,0,Electric Larry Land,Hybrid,NULL,CannaVenture,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4187,2,0,Diesel Fire,Hybrid,NULL,CannaVenture,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4188,2,0,Fire OG BX,Hybrid,NULL,Unknown Breeder,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4189,2,0,Daffie,Hybrid,NULL,CannaVenture,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4190,2,0,Chem Garlic,Hybrid,NULL,CannaVenture,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4191,2,0,Dawg Jam 91,Hybrid,NULL,CannaVenture,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4192,2,0,Better Than Yours OG (BTY),Hybrid,NULL,Unknown Breeder,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4193,2,0,Boy Scout Cookies,Hybrid,NULL,Unknown Breeder,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4194,2,0,Black SS,Hybrid,NULL,Breeders Boutique,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4195,2,0,Smelly Cherry,Hybrid,NULL,Breeders Boutique,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4196,2,0,Psycho Killer,Hybrid,NULL,Breeders Boutique,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4197,2,0,Deep Psychosis,Hybrid,NULL,Breeders Boutique,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4198,2,0,Smile,Hybrid,NULL,Underground Originals,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4199,2,0,Oldtimes BX,Hybrid,NULL,Underground Originals,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4200,2,0,Oldtimes,Hybrid,NULL,Underground Originals,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4201,2,0,ESB,Hybrid,NULL,Unknown Breeder,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4202,2,0,ES,Hybrid,NULL,Unknown Breeder,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4203,2,0,Strawberry Cough #2,Hybrid,NULL,Dutchbreed,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4204,2,0,Skunk Master,Hybrid,NULL,Dutchbreed,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4205,2,0,Simply Swiss,Hybrid,NULL,Dutchbreed,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4206,2,0,Short Term Amnesia,Hybrid,NULL,Dutchbreed,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4207,2,0,Quick Silver,Hybrid,NULL,Dutchbreed,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4208,2,0,Purple Evolution,Hybrid,NULL,Dutchbreed,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4209,2,0,Orange Candy Floss,Hybrid,NULL,Dutchbreed,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4210,2,0,Mini Thunderfuck,Hybrid,NULL,Dutchbreed,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4211,2,0,Melon Collieherb,Hybrid,NULL,Dutchbreed,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4212,2,0,Russian Rudaralis,Hybrid,NULL,Unknown Breeder,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4213,2,0,Mazar Afghani (Dutchbreed),Hybrid,NULL,Dutchbreed,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4214,2,0,Master Chronic,Hybrid,NULL,Dutchbreed,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4215,2,0,Ishvara,Hybrid,NULL,Dutchbreed,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4216,2,0,Sunrise Dew,Hybrid,NULL,Dutchbreed,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4217,2,0,V2 Rocket,Hybrid,NULL,Dutchbreed,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4218,2,0,White Wash,Hybrid,NULL,Dutchbreed,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4219,2,0,Lowryder Mint,Hybrid,NULL,Dutchbreed,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4220,2,0,LowMaster,Hybrid,NULL,Dutchbreed,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4221,2,0,Little Red Ryder Hood,Hybrid,NULL,Dutchbreed,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4222,2,0,Killer Super Blueberry,Hybrid,NULL,Dutchbreed,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4223,2,0,Blues (Underground),Hybrid,NULL,Underground Originals,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4224,2,0,KillerSkunk,Hybrid,NULL,Underground Originals,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4225,2,0,SmellyBerry,Hybrid,NULL,Underground Originals,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4226,2,0,Blues,Hybrid,NULL,Unknown Breeder,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4227,2,0,Karakoram Kush,Hybrid,NULL,Dutchbreed,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4228,2,0,Indian Morning Haze,Hybrid,NULL,Dutchbreed,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4229,2,0,Himalayan Monster,Hybrid,NULL,Dutchbreed,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4230,2,0,Hazy Daze (Dutchbreed),Hybrid,NULL,Dutchbreed,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4231,2,0,Colombian Gold #2,Hybrid,NULL,Dutchbreed,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4232,2,0,Crude Oil,Hybrid,NULL,Dutchbreed,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4233,2,0,Brazilian Pineapple,Hybrid,NULL,Dutchbreed,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4234,2,0,Blue Barrel AK,Hybrid,NULL,Dutchbreed,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4235,2,0,Autum Fall,Hybrid,NULL,Dutchbreed,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4236,2,0,Aurora Polaris,Hybrid,NULL,Dutchbreed,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4237,2,0,Lavender Jack,Hybrid,NULL,Unknown Breeder,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4238,2,0,Sweet Sherbert,Hybrid,NULL,Unknown Breeder,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4239,2,0,Blue Sky Mango,Hybrid,NULL,Oaksterdam Seed Company,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4240,2,0,Face Paint,Hybrid,NULL,Unknown Breeder,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4241,2,0,Alpha Omega OG,Hybrid,NULL,Unknown Breeder,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4242,2,0,Train Wreck x Northern Lights,Hybrid,NULL,BC Seed Company,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4243,2,0,Choc-Matic,Hybrid,NULL,Dr. Krippling,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4244,2,0,Dizzy Lights,Hybrid,NULL,Dr. Krippling,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4245,2,0,Delhi Friend,Hybrid,NULL,Dr. Krippling,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4246,2,0,Grand Heft Auto,Hybrid,NULL,Dr. Krippling,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4247,2,0,Jumping Black Dash,Hybrid,NULL,Dr. Krippling,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4248,2,0,Kripple Roulette,Hybrid,NULL,Dr. Krippling,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4249,2,0,Kripple Shock,Hybrid,NULL,Dr. Krippling,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4250,2,0,Krippleberry,Hybrid,NULL,Dr. Krippling,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4251,2,0,Pickled Diesel,Hybrid,NULL,Dr. Krippling,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4252,2,0,Sonic Bloom,Hybrid,NULL,Dr. Krippling,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
