name,type,thc_level,most_common_terpene,relaxed,happy,euphoric,uplifted,sleepy,dry_mouth,dry_eyes,dizzy,paranoid,anxious,stress,pain,depression,anxiety,insomnia,hungry,talkative,headache,ptsd,creative,energetic,fatigue,focused,giggly,lack_of_appetite,nausea,headaches,bipolar_disorder,cancer,tingly,cramps,aroused,gastrointestinal_disorder,inflammation,muscle_spasms,eye_pressure,migraines,asthma,anorexia,arthritis,add_adhd,muscular_dystrophy,hypertension,glaucoma,pms,seizures,spasticity,spinal_cord_injury,fibromyalgia,crohns_disease,phantom_limb_pain,epilepsy,multiple_sclerosis,parkinsons,tourettes_syndrome,alzheimers,hiv_aids,tinnitus
Magic Beans OG,Indica,0.2,Myrcene,0.83,1,0.83,0,0.66,0.16,0.33,0,0,0,0.16,0,0.16,0.33,0,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Magic Bud,Hybrid,0.11,Terpinolene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Magic Jordan,Hybrid,,,0.75,0.5,0.5,0.25,0.5,0.25,0.25,0,0,0,0.25,0,0,0.25,0,0,0,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Magic Lemons,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Magic Melon,Hybrid,0.21,Limonene,0.46,0.38,0,0.38,0,0.07,0.07,0,0.07,0.15,0.15,0,0.15,0,0.07,0,0,0,0,0,0.3,0.07,0,0,0.07,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Magik,,0.1,Pinene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Magnificent Mile,Indica,,,0.54,0.36,0.54,0.54,0,0.09,0.09,0.09,0,0,0,0.54,0.36,0.36,0.45,0,0,0.09,0,0,0,0,0,0,0,0,0.27,0,0,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Magnum,Hybrid,0.14,,0,0.54,0,0.45,0,0.13,0.13,0.04,0,0,0.22,0.13,0.31,0.13,0,0,0.5,0,0.09,0.45,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Magnum Opus,Hybrid,,,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Magnum PI,Sativa,0.18,Limonene,0,0.56,0,0.87,0,0.06,0,0,0,0.12,0.31,0,0.56,0.31,0,0,0,0,0,0.56,0.68,0.37,0.75,0,0,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mai Tai Cookies,Hybrid,,,0.51,0.38,0.41,0.45,0,0.12,0.06,0.03,0.06,0.06,0.22,0.19,0.22,0.19,0,0,0,0,0,0,0.25,0,0,0,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Majestic 12,Hybrid,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mako Haze,Sativa,,,0,0.6,0.68,0.6,0,0.22,0.14,0.02,0.02,0,0.42,0.2,0.34,0.2,0,0,0,0.05,0,0.34,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malakoff,Sativa,,,0,0.66,0,0,0,0.5,0.33,0,0,0,0.5,0.33,0.33,0.33,0,0,0.66,0,0,0.66,0.66,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malawi,Sativa,0.19,Myrcene,0,0.42,0.43,0.57,0,0.26,0.1,0.07,0.07,0.05,0.38,0.19,0.4,0.21,0,0,0,0,0,0.47,0.63,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malawi Gold,Sativa,0.13,Myrcene,0.45,0.54,0.54,0.72,0,0.18,0.18,0.09,0.18,0,0.36,0,0.54,0.45,0,0,0,0,0.36,0,0.63,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mambo MG,Hybrid,,,0,0.66,0.66,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mammoth,Hybrid,,,0.71,0.57,0,0.42,0,0.14,0.07,0,0,0,0.28,0.42,0,0.35,0,0,0,0,0,0,0.35,0,0.5,0,0,0,0,0,0,0,0,0,0,0.42,0,0,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mandala #1,Hybrid,0.12,,0.5,0.5,0.75,0.5,0,0.25,0.25,0.12,0.12,0.25,0.25,0,0.25,0,0,0,0,0,0,0,0.5,0,0,0,0.25,0.5,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mandarin Cookies,Hybrid,0.19,Myrcene,0.6,0.53,0.45,0.53,0,0.11,0.08,0.01,0.01,0.01,0.23,0.17,0.2,0.31,0,0,0,0,0,0.3,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mandarin Dreams,Hybrid,0.17,Myrcene,0.62,0.42,0.38,0.27,0.28,0.12,0.07,0.01,0.02,0.04,0.22,0.2,0.18,0.25,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mandarin Jack,Hybrid,,,0.5,0,0.5,0.5,0,0.5,0.5,0.5,0,0,0.5,0,0,0,0.5,0.5,0,0,0,0.5,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mandarin Kush,Hybrid,0.16,Caryophyllene,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mandarin OG,,0.15,Myrcene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mandarin Sunset,Indica,0.18,Myrcene,0.77,0.59,0.44,0.29,0.51,0.22,0.14,0.07,0.03,0.07,0.11,0.11,0.18,0.11,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mandarin Temple,,,,0.33,0.33,0,0.33,0,0,0,0,0,0,0.33,0,0.33,0.33,0.33,0,0.33,0,0,0,0,0,0,0,0,0,0,0.33,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mandarin TK,Hybrid,0.21,,0.75,0.5,0.5,0.75,0,0,0,0,0,0,0.25,0.25,0.25,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mandarin Zkittlez,Hybrid,0.18,Terpinolene,0.57,0.42,0.42,0,0.42,0.14,0.14,0,0.14,0.14,0,0,0.14,0,0.14,0,0,0,0,0,0,0,0.28,0,0,0,0,0,0,0,0.14,0,0,0.14,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mandarine 47,Hybrid,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mango,Indica,0.17,Pinene,0.55,0.55,0.43,0.3,0,0.34,0.2,0.06,0.05,0,0.4,0.29,0.23,0.3,0.18,0.34,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mango Dream,Sativa,0.21,Myrcene,0,0.44,0.41,0.5,0,0.25,0.11,0.02,0,0.02,0.22,0.22,0.16,0.22,0,0,0,0.05,0,0.41,0.38,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mango Ginger,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mango Glue,,0.18,Myrcene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mango Habanero,Hybrid,,,0,0.66,0.66,0,0,0.33,0.33,0,0,0,0.66,0.66,0.66,0,0,0,0,0,0,0.66,0.66,0,1,0,0,0.66,0,0,0,0,0,0,0,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mango Haze,Sativa,0.18,Myrcene,0.48,0.59,0.46,0.51,0,0.25,0.13,0.07,0,0.06,0.3,0.22,0.23,0.2,0,0,0,0.03,0,0,0.36,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mango Kush,Hybrid,0.19,Myrcene,0.48,0.6,0.45,0.39,0,0.33,0.21,0.08,0.07,0,0.34,0.18,0.21,0.24,0.14,0,0,0.03,0,0,0,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mango Limeade,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mango Puff,Hybrid,0.21,Myrcene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mango Sapphire,Hybrid,0.21,Myrcene,0.66,0.66,0.4,0.4,0.2,0.2,0.06,0,0,0,0.2,0,0.2,0.33,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mango Sherbert,Hybrid,0.2,Caryophyllene,0.63,0.54,0.54,0.63,0,0.09,0.09,0.36,0,0,0.36,0.36,0.36,0.45,0,0,0,0,0,0,0.45,0,0,0,0,0,0,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mango Tango,Hybrid,0.17,Myrcene,0.5,0.59,0.5,0.4,0,0.24,0.16,0.06,0.15,0.06,0.36,0.25,0.27,0.28,0,0,0,0,0,0,0,0.19,0,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mangolicious,Indica,0.23,Terpinolene,0.37,0,0.25,0.25,0,0,0,0,0,0,0,0.25,0.25,0.25,0,0,0,0,0,0,0,0.12,0.25,0,0,0,0,0,0,0.25,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manitoba Poison,Hybrid,,,0.6,0.6,0.4,0,0,0.8,0.6,0.2,0.2,0,0.8,0.6,0.4,0,0.4,0,0,0,0,0.4,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maple Leaf Indica,Indica,0.15,Myrcene,0.52,0.5,0.44,0,0.41,0.36,0.13,0.05,0.05,0,0.38,0.38,0.22,0.33,0.44,0.38,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maramota #10,Hybrid,,,1,0.5,0,0,0,0.5,0,0,0,0,1,1,0.5,0,0,0,0.5,0,0,0,1,1,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maraschino,Hybrid,0.15,Myrcene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marathon OG,Indica,,,0.5,0.42,0,0.42,0.28,0.07,0.07,0.07,0,0.14,0,0.07,0.07,0,0.14,0.42,0,0,0,0,0,0,0,0,0.07,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marcosus Marshmellow,Hybrid,,,0.55,0.55,0.66,0.44,0,0,0,0.11,0,0.22,0,0,0.22,0,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0.22,0.33,0,0,0,0,0,0,0,0,0,0,0
Margaret Cho-G,Hybrid,,,0.75,0,0.75,0.5,0,0.75,0.25,0,0,0,0.5,0.5,0.5,0,0,0,0.5,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Margy Mints,Hybrid,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marionberry Kush,Hybrid,0.18,Myrcene,0.68,0.64,0.38,0.5,0,0.16,0.06,0.01,0,0.02,0.33,0.21,0.28,0.23,0.23,0,0,0.01,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marionberry Pie,Hybrid,,,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marley's Collie,Hybrid,,,0.83,0.66,0,0.5,0,0,0,0,0,0.16,0.33,0,0.16,0.16,0.16,0,0,0,0,0.66,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marmalade,Hybrid,0.15,Pinene,0.47,0.47,0.31,0.42,0,0.05,0.1,0,0.05,0.05,0.36,0.26,0.36,0,0,0,0,0,0,0,0,0,0.26,0,0,0,0.21,0,0,0,0,0,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mars OG,Indica,0.17,Limonene,0.44,0.37,0.33,0.28,0.44,0.3,0.18,0.06,0.01,0,0.32,0.3,0.14,0.21,0.3,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marshmallow OG,Hybrid,0.23,Limonene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Martian Candy,Hybrid,0.25,Caryophyllene,0.69,0.57,0.5,0.5,0,0.19,0.07,0,0.03,0.03,0.38,0,0.34,0.42,0.26,0,0,0,0,0.3,0,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Martian Mean Green,Hybrid,0.24,Terpinolene,0.32,0.54,0.54,0.54,0,0.31,0.14,0.09,0.06,0.04,0.53,0.29,0.21,0.43,0,0,0,0,0,0,0.34,0,0,0,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Martian Muffins,Indica,,,0.66,0.33,0,0,0.66,0,0.66,0,0,0,0,0,0.66,0,0.66,0.33,0.33,0,0,0,0,0,0,0,0.33,0,0.33,0,0,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Martian OG,,0.2,Myrcene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Master Bubba,Indica,0.24,Myrcene,0.56,0.42,0.45,0,0.51,0.34,0.27,0.1,0.03,0,0.48,0.46,0.2,0.34,0.39,0.37,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Master Cindy,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Master Jedi,Indica,,,0.73,0.69,0.55,0.48,0,0.3,0.1,0,0.01,0.01,0.41,0.32,0.33,0,0.21,0.35,0,0,0,0,0,0,0,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Master Kush,Indica,0.18,Caryophyllene,0.61,0.49,0.48,0.35,0.37,0.34,0.21,0.07,0.06,0,0.39,0.31,0.22,0.31,0.26,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Master OG,Indica,0.22,Caryophyllene,0.66,0,0.33,0.33,0.52,0.34,0.19,0.04,0.03,0.03,0.41,0.34,0.25,0,0.36,0.44,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Master Skunk,Hybrid,0.23,Caryophyllene,0.89,0.42,0.57,0.36,0,0.31,0.26,0.15,0.15,0.1,0.47,0,0.47,0.31,0.36,0,0,0,0,0,0,0,0,0.36,0,0,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Master Yoda,Hybrid,0.15,Myrcene,0.7,0.48,0.47,0.38,0.28,0.21,0.13,0.04,0.04,0.03,0.29,0.25,0.19,0.24,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mastodon Kush,Hybrid,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mataro Blue,Indica,0.23,Myrcene,0.92,0.52,0.38,0.35,0.33,0.16,0.04,0.07,0,0.02,0.28,0.21,0.21,0.3,0.21,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matsu,Indica,,,0,0.6,1,0,0.4,0.8,0.8,0.2,0,0,0.6,0.8,0,0.8,0.6,0.4,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maui,Sativa,0.17,Myrcene,0.38,0.5,0.37,0.46,0,0.29,0.18,0.05,0.03,0,0.39,0.23,0.32,0.25,0,0,0,0.03,0,0.35,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maui Berry,Hybrid,,,0.5,1,0,0.5,0,0,0,0,0,0,0.75,0.75,0.25,0.5,0.25,0.75,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maui Bubble Gift,Hybrid,0.11,Limonene,0.72,0.39,0.42,0.42,0,0.06,0.15,0.03,0,0.09,0.51,0.54,0,0.39,0,0.3,0,0.03,0,0,0,0,0,0,0.3,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maui Citrus Punch,Sativa,,,0.83,0.5,0,0.83,0,0.33,0.16,0.33,0,0,0.5,0.16,0,0.33,0,0,0.33,0,0,0,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maui Haole,Hybrid,,,0,0.85,0.71,0.42,0,0.14,0,0,0,0,0.42,0,0.42,0.71,0,0,0.57,0,0,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42,0,0,0,0,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maui Mango Diesel,Hybrid,0.18,Myrcene,0.57,0.71,0.64,0.64,0,0.28,0.07,0,0.21,0.07,0.35,0,0.35,0,0.28,0,0,0,0,0,0.57,0.28,0,0,0,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maui Pineapple Chunk,Hybrid,0.2,Myrcene,0,0,1,0.75,0,0.5,0,0,0,0,0,0,0.25,0,0.25,0,0,0,0,1,0.75,0,0,0,0.25,0,0,0,0,0,0,0.75,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0
Maui Wowie,Sativa,0.17,Myrcene,0,0.59,0.47,0.53,0,0.25,0.15,0.04,0.04,0,0.35,0.2,0.25,0.28,0,0,0,0.03,0,0.36,0.42,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mau-Mau,Hybrid,,,0,1,0.33,0.66,0,0.66,0,0,0,0,0.33,0,0,0,0.33,0,0,0,0,0,0.33,0.33,0.33,0,0,0.33,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mauna Kea White Fire OG,Hybrid,,,1,1,0,0.5,0,0.5,0.5,0,0.5,0,0,0,0,0.5,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0
Mazar I Sharif,Indica,0.13,Linalool,0.59,0.38,0.4,0,0.46,0.26,0.18,0.06,0.09,0,0.32,0.41,0.23,0.28,0.4,0.25,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mazar Kush,Indica,0.12,Myrcene,0.55,0.32,0.2,0.2,0.32,0.27,0.15,0,0.05,0.05,0.22,0.35,0,0,0.17,0,0,0.02,0,0,0,0,0,0,0,0.15,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mazar x Blueberry,Hybrid,,,0.49,0.46,0.46,0.32,0.38,0.32,0.18,0.08,0.05,0,0.44,0.38,0.23,0.32,0.3,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mazar x Blueberry OG,Hybrid,0.19,Myrcene,0.66,0.54,0.48,0.38,0.3,0.25,0.13,0.04,0.04,0,0.33,0.29,0.24,0.25,0.21,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mazari,Indica,0.19,Myrcene,1,0.5,0,0,1,0.5,0.5,0,0,0,0,0,0,0,0,0.5,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
MC1,Hybrid,,,0.6,0.6,0,0.4,0.4,0,0,0,0,0,0,0.4,0.4,0,0.4,0.4,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M-Con Glue,Indica,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
