name,type,thc_level,most_common_terpene,relaxed,happy,euphoric,uplifted,sleepy,dry_mouth,dry_eyes,dizzy,paranoid,anxious,stress,pain,depression,anxiety,insomnia,hungry,talkative,headache,ptsd,creative,energetic,fatigue,focused,giggly,lack_of_appetite,nausea,headaches,bipolar_disorder,cancer,tingly,cramps,aroused,gastrointestinal_disorder,inflammation,muscle_spasms,eye_pressure,migraines,asthma,anorexia,arthritis,add_adhd,muscular_dystrophy,hypertension,glaucoma,pms,seizures,spasticity,spinal_cord_injury,fibromyalgia,crohns_disease,phantom_limb_pain,epilepsy,multiple_sclerosis,parkinsons,tourettes_syndrome,alzheimers,hiv_aids,tinnitus
22,Hybrid,0.18,Myrcene,0,0.5,0.5,0.5,0,0.1,0,0,0,0.1,0,0.2,0.2,0.3,0,0,0,0.2,0.2,0,0.5,0.1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
707,Hybrid,0.16,Myrcene,0.37,0.46,0.45,0.42,0,0.32,0.17,0.07,0.08,0,0.43,0.34,0.29,0.32,0,0,0,0.07,0,0.41,0,0,0,0,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
999,Indica,,,0.75,0.5,0.75,0.5,0,0.5,0.25,0,0,0.25,0.5,0,0.5,0.5,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0
1024,Sativa,0.13,Terpinolene,0.35,0.48,0,0.48,0,0.21,0.18,0.05,0,0,0.18,0.21,0.13,0.16,0,0,0,0,0,0.29,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#9 Blackberry,,0.29,Myrcene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
$100 OG,Hybrid,,,0,0.37,0.51,0.37,0,0.46,0.31,0.13,0.12,0,0.5,0.37,0.24,0.46,0.21,0,0,0.1,0,0.38,0,0,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1:1 Buddha's Smile,Hybrid,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1:1 Punchinella,Hybrid,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10th Planet,Hybrid,,,0.8,0.4,0.5,0,0.3,0,0,0,0,0,0,0.2,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.4,0.1,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12 Year OG,Hybrid,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13 Dawgs,Hybrid,,,0.5,0.5,0,0.5,0,0.5,0.16,0,0,0,0.33,0,0.33,0,0,0.16,0,0,0,0,0,0.33,0,0,0,0,0.16,0,0,0.33,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14er,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Fast 2 Vast,Hybrid,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24k Gold,Hybrid,0.2,Limonene,0.61,0.55,0.41,0.44,0,0.23,0.11,0.05,0,0.02,0.27,0.18,0.24,0.24,0,0,0,0.02,0.13,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2Pak,Hybrid,0.18,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3 Bears OG,Indica,,,0.71,0.57,0,0,0.42,0,0,0,0,0,0.42,0.42,0,0,0.28,0.42,0,0,0,0,0,0,0,0.28,0.42,0,0,0,0,0,0,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3 In The Pink,Hybrid,0.15,Myrcene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3 Kings,Hybrid,0.19,Caryophyllene,0.58,0.58,0.48,0.48,0,0.21,0.13,0.05,0.02,0.02,0.35,0.22,0.31,0.25,0,0,0,0,0,0.31,0,0,0,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
303 Kush,Indica,,,0.8,0.6,0.46,0.46,0.44,0.2,0.08,0.06,0,0.04,0.42,0.34,0.32,0.28,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3D,Hybrid,0.14,Myrcene,0.55,0.62,0.51,0.59,0,0.14,0.03,0,0,0.18,0.33,0.4,0.33,0.29,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3D CBD,Sativa,,,0.71,0.57,0,0.5,0,0.14,0.07,0,0,0,0.57,0.64,0.28,0,0,0,0,0,0,0,0,0,0.35,0,0,0,0,0,0,0.28,0,0,0,0.42,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3P,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3rd Coast Panama Chunk,Hybrid,,,0,0,0,0.4,0.2,0,0,0,0,0,0,0.4,0.4,0,0,0.2,0.6,0,0,0,0.4,0.2,0,0,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3X Crazy,Indica,0.13,Myrcene,0.76,0.48,0.47,0.31,0.38,0.23,0.16,0.03,0.02,0.04,0.38,0.31,0.26,0.22,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4 Kings,Hybrid,,,0,0.33,0.66,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4 Prophets,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420 Carat,Hybrid,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5 Star,,0.18,Terpinolene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501st OG,Hybrid,0.21,Myrcene,0.81,0.47,0.44,0.25,0.41,0.19,0.06,0.01,0,0.01,0.33,0.32,0.22,0.27,0.31,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
541 Kush,Hybrid,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5k Puff,Hybrid,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5th Element,Indica,0.21,Limonene,0.73,0.47,0.5,0.35,0,0.11,0.11,0,0.05,0.03,0.24,0.26,0,0.22,0.2,0,0,0.05,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60 Day Lemon,Hybrid,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60 Day Wonder,Hybrid,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66 Cookies,Hybrid,0.19,Caryophyllene,0.16,0.16,0,0.16,0,0,0,0,0,0.16,0,0,0,0,0,0.16,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
707 Truthband,Hybrid,0.18,Limonene,0.66,1,0.66,1,0,0,0.33,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0.33,1,0,0.33,0,0,0.66,0,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8 Ball Kush,Indica,0.22,Myrcene,0.78,0.57,0.38,0.47,0,0.19,0.09,0,0.04,0.04,0.28,0.4,0.3,0,0.26,0.3,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
805 Glue,Hybrid,,,0.46,0.46,0.38,0.46,0,0,0,0,0,0,0,0.23,0.15,0.23,0,0,0,0,0,0,0,0,0,0.38,0,0,0,0,0,0,0.15,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
818 Headband,Hybrid,0.19,Caryophyllene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
818 OG,Indica,,,0.42,0.42,0,0.26,0.26,0.15,0.1,0,0,0,0,0.21,0.31,0.26,0.26,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9 lb Hammer,Indica,0.18,Myrcene,0.65,0.32,0.33,0,0.47,0.18,0.07,0.03,0,0.01,0.27,0.28,0.18,0.22,0.23,0.19,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91 Krypt,Indica,0.16,Limonene,0.92,0.53,0.53,0,0.38,0.23,0.07,0.23,0,0,0.53,0,0.46,0,0.38,0,0,0,0,0,0,0,0,0.3,0.46,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92 Cookies,Hybrid,,,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0.25,0.25,0,0,0,0,0,0,0,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0
92 OG,Hybrid,,,0.75,0,0.75,0.25,0,0,0.25,0,0,0,0.25,0.5,0,0.25,0.25,0.5,0,0,0,0,0,0.25,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95 Silver Haze,Hybrid,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'98 Aloha White Widow,Hybrid,,,0.7,0.4,0.6,0.3,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.4,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99 Problems,,0.22,Caryophyllene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9D4,Hybrid,0.22,Caryophyllene,0.33,0.33,0,0.33,0,0,0,0,0,0,0,0.66,0,0,0,0,0,0,0,0,0,0,0.33,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A La Mode,Hybrid,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A.S.S.,,0.21,Myrcene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
‘88 G13 Hashplant,Hybrid,0.19,Myrcene,1,0,0,0.5,0.5,0.5,0,0,0,0,0,0,0.5,1,0.5,0,0.5,0,0,0,0,0.5,0,0,0,0,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A1,Hybrid,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A-10,Indica,0.11,Myrcene,0,0.35,0.43,0.24,0.24,0.37,0.24,0.08,0.11,0,0.42,0.45,0,0.38,0.33,0,0,0.05,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AAA OG,Hybrid,,,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aberdeen,Hybrid,,,0,0.66,0,1,0.66,0.33,0.33,0,0,0,0,0,0.33,0,0,0,0.66,0,0.66,0,0,0.33,0,1,0,0,0.33,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abomination,Hybrid,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Above and Beyond,Hybrid,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Absinthe,Hybrid,,,0,0.5,0,0.5,0,0,0,0,0,0.5,0.5,0,0.5,0.5,0,0.5,0.5,0.5,0,0,0,0,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abula,Hybrid,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abusive OG,Indica,0.16,Myrcene,0.75,0.41,0.41,0.28,0.43,0.26,0.13,0.06,0.01,0,0.37,0.39,0.22,0.3,0.24,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acadia,,0.11,Myrcene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acai Berry Gelato,Sativa,0.14,Terpinolene,0.62,0.62,0.5,0.5,0,0,0,0,0,0,0,0.12,0,0.12,0.12,0,0,0,0,0,0,0,0.25,0,0.12,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acapulco Gold,Sativa,0.19,Myrcene,0,0.58,0.47,0.53,0,0.22,0.14,0.04,0.05,0.04,0.33,0.19,0.27,0.25,0,0,0,0,0,0.41,0.38,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACDC,Hybrid,0.14,Myrcene,0.61,0.38,0,0.34,0,0.1,0.04,0.02,0,0.02,0.37,0.4,0.22,0.35,0,0,0,0.02,0,0,0.17,0,0.32,0,0,0,0,0,0,0,0,0,0,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACDC Cookies,Hybrid,0.19,Caryophyllene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ace High,Hybrid,,,0.42,0.71,0,0.42,0,0.14,0,0,0,0,0,0,0.14,0,0.14,0.28,0.28,0,0,0,0,0,0,0,0,0,0.14,0,0,0,0.14,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ace Killer OG,Indica,,,0.65,0.34,0.41,0.24,0.44,0.06,0,0.03,0,0,0.27,0.2,0.17,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ace of Spades,Indica,0.16,Myrcene,0.62,0.5,0.45,0.33,0.34,0.3,0.18,0.06,0.03,0.03,0.4,0.32,0.26,0.27,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aceh,Sativa,0.2,Caryophyllene,0.66,0.61,0.47,0,0,0.47,0.04,0.09,0,0.04,0.52,0,0.52,0.28,0.28,0,0,0,0,0.76,0,0,0.61,0,0,0,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acia,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acid,Hybrid,0.16,Myrcene,0,0.6,0.65,0.26,0,0.26,0.26,0.04,0,0.04,0.43,0,0.26,0.21,0,0,0,0.04,0.21,0.56,0.43,0,0,0,0,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acid Dough,Sativa,,,0,0.65,0.4,0.65,0,0.05,0.1,0,0.05,0,0.25,0,0.2,0,0,0,0,0,0.15,0.45,0.6,0.2,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Actual Pain,Hybrid,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A-Dub,Hybrid,0.23,Myrcene,0.69,0.67,0.62,0.44,0,0.3,0.18,0,0,0.04,0.41,0.37,0.34,0.32,0,0,0,0.04,0,0.3,0,0,0,0,0,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Afcrack,Hybrid,0.16,,0.62,0.5,0,0.37,0,0.37,0.12,0,0,0.37,0.25,0,0.37,0,0,0,0,0,0,0.5,0,0.25,0,0,0,0,0.25,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Affie Taffie,Indica,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Afganimal,,0.21,Limonene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Afghan Big Bud,Indica,0.26,Myrcene,0,0.57,0.63,0.42,0,0.1,0.1,0,0.05,0,0.26,0.36,0.21,0.31,0.26,0.31,0,0,0,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Afghan Cow,Sativa,,,0,0.71,0.42,0.42,0,0.14,0,0,0,0,0.28,0,0.14,0.28,0,0,0,0,0,0,0.42,0.28,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Afghan Diesel,Hybrid,0.14,Myrcene,0.28,0.43,0.59,0.4,0,0.21,0.21,0.06,0.15,0.03,0.43,0.31,0,0.37,0.21,0,0,0,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Afghan Hawaiian,Indica,,,0.37,0,0.25,0,0.5,0.12,0,0.12,0.12,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Afghan Haze,Hybrid,0.16,Myrcene,0.51,0.48,0.41,0.43,0,0.21,0.09,0.12,0,0,0.29,0.21,0.29,0,0,0,0,0.04,0,0.43,0,0.19,0,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Afghan Kush,Indica,0.16,Myrcene,0.49,0.44,0.42,0,0.45,0.44,0.29,0.12,0.09,0,0.39,0.32,0.19,0.31,0.27,0.41,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Afghan Skunk,Indica,0.17,Myrcene,0.67,0.6,0,0.27,0.51,0.34,0.13,0.06,0,0.02,0.39,0.2,0,0.27,0.25,0.3,0,0.06,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Afghan Sour Kush,Indica,0.17,Myrcene,0.77,0,0.55,0,0.55,0.44,0.33,0,0,0,0,0.22,0,0,0.22,0.55,0,0,0,0,0,0.22,0,0,0,0,0.22,0,0,0,0,0.44,0,0,0,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Afghan Widow,Hybrid,,,0,0,1,0.66,0,0.33,0,0,0,0,0.33,0,0.33,0,0,0,0,0,0,0,0.66,0,0.66,0,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Afghani,Indica,0.16,Myrcene,0.63,0.41,0.42,0,0.53,0.3,0.18,0.07,0.02,0,0.36,0.34,0.18,0.3,0.33,0.29,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Afghani CBD,Indica,,,0.77,0.55,0,0.3,0.47,0.25,0.13,0.02,0,0,0.55,0.41,0.33,0.36,0,0,0,0.02,0,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Afghani Krush,Hybrid,0.16,Myrcene,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Afghani Lemon,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Afghanica,Hybrid,0.13,Myrcene,0.69,0.61,0.76,0.53,0.53,0.53,0.23,0.3,0.07,0.15,0.53,0.53,0.38,0.38,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
